100
0.000000	0.000002
10.185811	0.000138
20.371622	0.000897
30.557434	0.002733
40.743244	0.005828
50.929058	0.010137
61.114868	0.015590
71.300682	0.022035
81.486488	0.029365
91.672302	0.037386
101.858116	0.046005
112.043922	0.055114
122.229736	0.064611
132.415543	0.074467
142.601364	0.084647
152.787170	0.095086
162.972977	0.105720
173.158783	0.116541
183.344604	0.127527
193.530411	0.138665
203.716232	0.149919
213.902039	0.161311
224.087845	0.172784
234.273651	0.184382
244.459473	0.196075
254.645279	0.207797
264.831085	0.219593
275.016907	0.231415
285.202728	0.243286
295.388519	0.255168
305.574341	0.267127
315.760132	0.279123
325.945953	0.291114
336.131744	0.303129
346.317566	0.315145
356.503387	0.327178
366.689209	0.339254
376.875000	0.351332
387.060822	0.363416
397.246643	0.375493
407.432465	0.387570
417.618256	0.399671
427.804077	0.411796
437.989868	0.423918
448.175690	0.436061
458.361481	0.448221
468.547302	0.460377
478.733124	0.472536
488.918945	0.484669
499.104767	0.496839
509.290558	0.508973
519.476379	0.521135
529.662170	0.533286
539.848022	0.545415
550.033813	0.557584
560.219604	0.569733
570.405457	0.581842
580.591248	0.593980
590.777039	0.606078
600.962830	0.618169
611.148682	0.630256
621.334473	0.642350
631.520264	0.654432
641.706116	0.666502
651.891907	0.678563
662.077759	0.690588
672.263489	0.702596
682.449402	0.714596
692.635132	0.726582
702.820923	0.738531
713.006775	0.750496
723.192566	0.762377
733.378418	0.774225
743.564209	0.786023
753.750000	0.797778
763.935852	0.809457
774.121643	0.821087
784.307434	0.832647
794.493286	0.844112
804.679077	0.855445
814.864929	0.866630
825.050720	0.877703
835.236511	0.888590
845.422363	0.899319
855.608154	0.909866
865.794006	0.920153
875.979736	0.930178
886.165527	0.939872
896.351379	0.949213
906.537170	0.958080
916.722961	0.966434
926.908813	0.974128
937.094604	0.981061
947.280457	0.987055
957.466248	0.992009
967.652039	0.995762
977.837891	0.998270
988.023682	0.999567
998.209534	0.999967
1008.395325	1.000000
